date,newcases,newdeaths,totalcases,prevalence,incidence,incidence7d,deathrate
2020-03-04,1,0,0.002225288174819,0.002225288174819,0.002225288174819,0,0
2020-03-06,1,0,0.004450576349637,0.004450576349637,0.002225288174819,0,0
2020-03-07,6,0,0.017802305398549,0.017802305398549,0.013351729048912,0,0
2020-03-08,1,1,0.020027593573368,0.017802305398549,0.002225288174819,0,0.111111111111111
2020-03-09,3,0,0.026703458097824,0.024478169923005,0.006675864524456,0,0.083333333333333
2020-03-10,0,0,0.026703458097824,0.024478169923005,0,0,0.083333333333333
2020-03-11,7,0,0.042280475321554,0.040055187146736,0.015577017223731,0.006040067903079,0.052631578947369
2020-03-12,0,0,0.042280475321554,0.040055187146736,0,0.005722169592391,0.052631578947369
2020-03-13,12,0,0.068983933419378,0.066758645244559,0.026703458097824,0.009219051009963,0.032258064516129
2020-03-14,3,1,0.075659797943834,0.068983933419378,0.006675864524456,0.008265356077898,0.058823529411765
2020-03-15,11,0,0.100137967866839,0.093462103342383,0.024478169923005,0.011444339184782,0.044444444444445
2020-03-16,11,0,0.124616137789844,0.117940273265388,0.024478169923005,0.013987525670289,0.035714285714286
2020-03-17,9,0,0.144643731363212,0.133517290489118,0.020027593573368,0.016848610466484,0.030769230769231
2020-03-18,14,0,0.175797765810672,0.164671324936579,0.031154034447461,0.019073898641303,0.025316455696203
2020-03-19,18,0,0.215852952957408,0.204726512083315,0.040055187146736,0.024796068233693,0.020618556701031
2020-03-20,31,1,0.284836886376786,0.271485157327874,0.068983933419378,0.030836136136773,0.0234375
2020-03-21,30,0,0.351595531621345,0.338243802572433,0.066758645244559,0.039419390525359,0.018987341772152
2020-03-22,67,1,0.500689839334194,0.485112822110463,0.149094307712849,0.057221695923908,0.017777777777778
2020-03-23,41,0,0.591926654501758,0.576349637278027,0.091236815167564,0.066758645244559,0.015037593984962
2020-03-24,35,0,0.66981174062041,0.545195602830567,0.077885086118652,0.075024001322457,0.013289036544851
2020-03-25,86,2,0.861186523654813,0.732119809515332,0.191374783034403,0.09791267969202,0.015503875968992
2020-03-26,115,2,1.11709466375896,0.959099203346833,0.255908140104143,0.128748815828793,0.01593625498008
2020-03-27,87,4,1.31069473496818,1.12377052828341,0.193600071209222,0.146551121227342,0.020373514431239
2020-03-28,101,5,1.53544884062486,1.337398193066,0.224754105656683,0.169121901286217,0.02463768115942
2020-03-29,55,2,1.65783969023989,1.45533846633139,0.122390849615025,0.165307121557956,0.025503355704698
2020-03-30,75,1,1.82473630335128,1.27286483599626,0.166896613111398,0.176115664121361,0.024390243902439
2020-03-31,146,4,2.14962837687481,1.56215229872268,0.324892073523521,0.211402376607771,0.024844720496894
2020-04-01,0,0,2.14962837687481,1.54434999332414,0,0.18406312188857,0.024844720496894
2020-04-02,167,7,2.52125150206952,1.88259379589657,0.371623125194713,0.200593834044366,0.027360988526037
2020-04-03,0,3,2.52125150206952,1.85366504962393,0,0.172936681014477,0.030008826125331
2020-04-04,132,3,2.81498954114558,2.11179847790289,0.29373803907606,0.182791528645817,0.029249011857708
2020-04-05,186,6,3.22889314166185,2.51012506119542,0.413903600516267,0.224436207345994,0.029634734665748
2020-04-06,103,3,3.45809782366817,2.63251591081045,0.22920468200632,0.233337360045269,0.02960102960103
2020-04-07,74,7,3.62276914860474,2.75268147225066,0.164671324936579,0.210448681675706,0.032555282555283
2020-04-08,87,7,3.81636921981397,2.88619876273977,0.193600071209222,0.238105834705594,0.034985422740525
2020-04-09,80,5,3.99439227379946,3.03751835862744,0.178023053985491,0.210448681675706,0.036211699164345
2020-04-10,99,14,4.2146958031065,3.20441497173884,0.220303529307045,0.241920614433855,0.041710665258712
2020-04-11,81,3,4.39494414526681,3.23334371801148,0.18024834216031,0.225707800588748,0.041518987341772
2020-04-12,162,7,4.75544082958743,3.51595531621345,0.36049668432062,0.218078241132227,0.041647168928404
2020-04-13,66,6,4.90230984912546,3.54488406248609,0.14686901953803,0.206316003636757,0.04312301407172
2020-04-14,69,3,5.05585473318795,3.5938404023321,0.153544884062486,0.204726512083315,0.043133802816901
2020-04-15,160,7,5.41190084115893,3.85197383061106,0.356046107970982,0.227933088763566,0.043174342105263
2020-04-16,0,4,5.41190084115893,3.76518759179314,0,0.202501223908496,0.044819078947369
2020-04-17,128,6,5.69673772753572,3.95878766300236,0.284836886376786,0.211720274918459,0.044921875
2020-04-18,98,7,5.91481596866794,4.1190084115893,0.218078241132227,0.217124546200161,0.045899172310008
2020-04-19,170,10,6.29311495838711,4.42164760336464,0.378298989719169,0.219667732685668,0.046676096181047
2020-04-20,102,2,6.52009435221861,4.58186835195158,0.226979393831501,0.23111207187045,0.045733788395905
2020-04-21,90,8,6.72037028795229,4.53513730028039,0.200275935733677,0.237787936394906,0.047019867549669
2020-04-22,112,9,6.96960256353198,4.69313276069251,0.249232275579688,0.222528817481864,0.048212005108557
2020-04-23,144,8,7.29004406070586,4.89118340825137,0.320441497173884,0.26830617422099,0.048534798534799
2020-04-24,147,6,7.6171614224042,5.07810761493613,0.32711736169834,0.274346242124069,0.048203330411919
2020-04-25,0,2,7.6171614224042,4.95349147714629,0,0.243192207676608,0.048787613204791
2020-04-26,344,18,8.38266055454181,5.50758823267613,0.765499132137612,0.298506513736386,0.049110698168304
2020-04-27,0,1,8.38266055454181,5.4319284347323,0,0.266080886046171,0.049376161401646
2020-04-28,223,11,8.87889981752637,5.85473318794784,0.496239262984556,0.308361361367726,0.04937343358396
2020-04-29,124,10,9.15483555120388,6.04165739463261,0.275935733677511,0.312176141095986,0.050315994166262
2020-04-30,158,7,9.50643108282523,6.23525746584183,0.351595531621345,0.316626717445623,0.050093632958802
2020-05-01,143,4,9.82464729182429,6.46446214784815,0.318216208999065,0.31535512420287,0.049377123442809
2020-05-02,104,7,10.0560772620054,6.61800703191063,0.231429970181138,0.348416548514461,0.049789776499226
2020-05-03,149,12,10.3876452000534,6.84721171391695,0.331567938047977,0.286426377930228,0.050771208226221
2020-05-04,102,9,10.6146245938849,6.85833815479105,0.226979393831501,0.318852005620442,0.051572327044025
2020-05-05,104,14,10.846054564066,6.99185544528016,0.231429970181138,0.281022106648525,0.053344275748872
2020-05-06,133,4,11.1420178913169,7.1632026347412,0.295963327250879,0.283883191444721,0.052726183343319
2020-05-07,188,9,11.5603720681828,7.3901820285727,0.418354176865904,0.293420140765372,0.052550529355149
2020-05-08,163,9,11.9230940406783,7.60380969335529,0.362721972495438,0.29977810697914,0.052631578947369
2020-05-09,240,11,12.4571632026347,7.95985580132627,0.534069161956473,0.343012277232759,0.052340121471954
2020-05-10,165,7,12.8243357514798,8.24691797587788,0.367172548845075,0.348098650203773,0.052056220718376
2020-05-11,13,0,12.8532644977525,8.09782366816503,0.028928746272642,0.319805700552507,0.051939058171745
2020-05-12,245,5,13.398460100583,8.57626062575103,0.545195602830567,0.364629362359568,0.050656037203122
2020-05-13,529,14,14.5756375450621,8.8232676131559,1.17717744447906,0.490517093392166,0.048702290076336
