date,newcases,newdeaths,totalcases,prevalence,incidence,incidence7d,deathrate
2020-03-07,1,0,0.003075976622578,0.003075976622578,0.003075976622578,0,0
2020-03-09,6,0,0.021531836358044,0.021531836358044,0.018455859735466,0,0
2020-03-10,2,0,0.027683789603199,0.027683789603199,0.006151953245155,0,0
2020-03-11,2,0,0.033835742848354,0.033835742848354,0.006151953245155,0,0
2020-03-12,6,0,0.05229160258382,0.05229160258382,0.018455859735466,0,0
2020-03-13,5,0,0.067671485696709,0.067671485696709,0.015379883112888,0,0
2020-03-14,16,0,0.116887111657951,0.116887111657951,0.049215625961243,0.016698158808279,0
2020-03-15,5,0,0.13226699477084,0.13226699477084,0.015379883112888,0.018455859735466,0
2020-03-16,28,0,0.218394340203014,0.218394340203014,0.086127345432175,0.028123214834996,0
2020-03-17,15,0,0.264533989541679,0.261458012919102,0.046139649338665,0.033835742848354,0
2020-03-18,31,0,0.359889264841587,0.356813288219009,0.095355275299908,0.046579074570462,0
2020-03-19,28,0,0.446016610273762,0.442940633651184,0.086127345432175,0.056246429669992,0
2020-03-20,89,2,0.719778529683174,0.710550599815441,0.273761919409413,0.093158149140924,0.008547008547009
2020-03-21,29,1,0.808981851737927,0.796677945247616,0.089203322054752,0.098870677154282,0.011406844106464
2020-03-22,55,2,0.978160565979699,0.959704706244233,0.169178714241772,0.120841938744123,0.015723270440252
2020-03-23,45,0,1.11657951399569,1.09812365426023,0.138418948015995,0.128312167684668,0.013774104683196
2020-03-24,32,0,1.21501076591818,1.19655490618271,0.098431251922485,0.135782396625214,0.012658227848101
2020-03-25,21,2,1.27960627499231,1.25499846201169,0.064595509074131,0.131388144307246,0.016826923076923
2020-03-26,142,1,1.71639495539834,1.64872346970163,0.436788680406029,0.181482620732082,0.014336917562724
2020-03-27,22,1,1.78406644109505,1.70716702553061,0.067671485696709,0.152041130201696,0.01551724137931
2020-03-28,55,2,1.95324515533682,1.87019378652722,0.169178714241772,0.163466186228413,0.017322834645669
2020-03-29,36,5,2.06398031374962,1.96554906182713,0.110735158412796,0.155117106824274,0.023845007451565
2020-03-30,181,2,2.62073208243617,2.40233774223316,0.556751768686558,0.21487893834864,0.02112676056338
2020-03-31,98,6,2.92217779144879,1.63641956321132,0.301445709012612,0.243881003647229,0.025263157894737
2020-04-01,115,6,3.27591510304522,1.97170101507229,0.353737311596432,0.285186975436129,0.028169014084507
